what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335604584267
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604587762
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604588880
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604590527
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604591304
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604594399
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604594477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604594530
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604596874
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604602062
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604622711
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1335604635428
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335604637207
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1335604639376
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335604641017
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335604647005
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335604651601
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1335604670798
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335604678216
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335604679369
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335604690857
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604691767
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604696016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604730881
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604739822
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604746785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604758255
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335604761957
